CSE,platform,username,display_name,url,bio_description,found_at,false_positive
Bank of Baroda,instagram,icicibank,icicibankVerifiedICICI Bank • 533K followers,https://www.instagram.com/icicibank/,,2026-02-23T15:43:52.859912,FALSE
Bank of Baroda,instagram,icicibankcc,icicibankccVerifiedICICI Bank Credit Cards • 18K followers,https://www.instagram.com/icicibankcc/,,2026-02-23T15:43:52.924913,FALSE
Bank of Baroda,instagram,icicibank.nriservices,icicibank.nriservicesICICI Bank- NRI Services,https://www.instagram.com/icicibank.nriservices/,,2026-02-23T15:43:52.946757,FALSE
Bank of Baroda,instagram,icici3in1,icici3in1VerifiedICICI Bank 3 in 1 Account • 280 followers,https://www.instagram.com/icici3in1/,,2026-02-23T15:43:52.995021,FALSE
Bank of Baroda,instagram,bank_bank_sharma,bank_bank_sharmaicici Bank,https://www.instagram.com/bank_bank_sharma/,,2026-02-23T15:43:53.303007,FALSE
ICICI Bank,instagram,jablackx,jablackx,https://www.instagram.com/jablackx/,,2026-02-23T15:44:11.301700,TRUE
ICICI Bank,instagram,amybrenneman,amybrenneman,https://www.instagram.com/amybrenneman/,,2026-02-23T15:44:11.323476,TRUE
ICICI Bank,instagram,sakinovicr,sakinovicr,https://www.instagram.com/sakinovicr/,,2026-02-23T15:44:30.838257,TRUE
Civil Registration System,facebook,61551829499680,Profile photo of CRS.India,https://www.facebook.com/profile.php?id=61551829499680&__tn__=%3C,,2026-02-23T15:44:40.741213,TRUE
Civil Registration System,facebook,61576645190738,Profile photo of crs india,https://www.facebook.com/profile.php?id=61576645190738&__tn__=%3C,,2026-02-23T15:44:40.768930,TRUE
Civil Registration System,facebook,61551697959000,Profile photo of crs.india,https://www.facebook.com/profile.php?id=61551697959000&__tn__=%3C,,2026-02-23T15:44:40.790942,TRUE
Civil Registration System,facebook,100067156758306,Profile photo of CRS Technologies India Pvt Ltd,https://www.facebook.com/profile.php?id=100067156758306&__tn__=%3C,,2026-02-23T15:44:40.815728,TRUE
Civil Registration System,facebook,crsorgi.gov.in,Profile photo of Civil Registration System - CRS INDIA,https://www.facebook.com/crsorgi.gov.in?__tn__=%3C,,2026-02-23T15:44:40.837883,FALSE
Civil Registration System,facebook,crseducationgroup,Profile photo of CRS Educational,https://www.facebook.com/crseducationgroup?__tn__=%3C,,2026-02-23T15:44:40.860960,FALSE
Civil Registration System,facebook,chiragestate,Profile photo of CRS Realty,https://www.facebook.com/chiragestate?__tn__=%3C,,2026-02-23T15:44:40.883692,FALSE
Civil Registration System,facebook,61572595812690,Profile photo of CRS Designs,https://www.facebook.com/profile.php?id=61572595812690&__tn__=%3C,,2026-02-23T15:44:40.908807,TRUE
Civil Registration System,facebook,crssevasansthan,Profile photo of CRS Seva Sansthan,https://www.facebook.com/crssevasansthan?__tn__=%3C,,2026-02-23T15:44:40.935165,FALSE
Civil Registration System,facebook,61552643590896,Profile photo of CRS कृषि फार्म,https://www.facebook.com/profile.php?id=61552643590896&__tn__=%3C,,2026-02-23T15:44:40.958117,TRUE
Civil Registration System,facebook,CRSConsultant,Profile photo of CRS Consultant,https://www.facebook.com/CRSConsultant?__tn__=%3C,,2026-02-23T15:44:40.985442,FALSE
Civil Registration System,facebook,CrsInfocom,Profile photo of CRS Infocom,https://www.facebook.com/CrsInfocom?__tn__=%3C,,2026-02-23T15:44:41.011657,TRUE
Civil Registration System,facebook,crspublicschool,"Profile photo of CRS Public School, Karhal",https://www.facebook.com/crspublicschool?__tn__=%3C,,2026-02-23T15:44:41.030966,TRUE
Civil Registration System,facebook,crscollege,"Profile photo of CRS College, Nahal Aligarh",https://www.facebook.com/crscollege?__tn__=%3C,,2026-02-23T15:44:41.054532,TRUE
Civil Registration System,facebook,100090826640817,Profile photo of CRS School Jamal,https://www.facebook.com/profile.php?id=100090826640817&__tn__=%3C,,2026-02-23T15:44:41.074375,TRUE
Civil Registration System,facebook,100076001269581,Profile photo of CRS Pathology lab and dental clinic,https://www.facebook.com/profile.php?id=100076001269581&__tn__=%3C,,2026-02-23T15:44:41.096303,TRUE
Civil Registration System,facebook,100082811662867,Profile photo of CRS Express,https://www.facebook.com/profile.php?id=100082811662867&__tn__=%3C,,2026-02-23T15:44:41.120473,TRUE
Civil Registration System,facebook,100093985504658,Profile photo of CRS Videos,https://www.facebook.com/profile.php?id=100093985504658&__tn__=%3C,,2026-02-23T15:44:41.140399,TRUE
Civil Registration System,facebook,CrsGirlsInterCollege,Profile photo of Crs girls inter college,https://www.facebook.com/CrsGirlsInterCollege?__tn__=%3C,,2026-02-23T15:44:41.158965,FALSE
Civil Registration System,facebook,crssecuresolutionsindia,Profile photo of CRS Secure Solutions India private Limited,https://www.facebook.com/crssecuresolutionsindia?__tn__=%3C,,2026-02-23T15:44:41.180844,FALSE
Civil Registration System,facebook,61581130930915,Profile photo of Crs Public School Kishani Road Karhal,https://www.facebook.com/profile.php?id=61581130930915&__tn__=%3C,,2026-02-23T15:44:41.201775,TRUE
Civil Registration System,facebook,100064807447622,Profile photo of CRS 90.4 Radio 7,https://www.facebook.com/profile.php?id=100064807447622&__tn__=%3C,,2026-02-23T15:44:41.223864,TRUE
Civil Registration System,facebook,CRSepay,Profile photo of CRS epay,https://www.facebook.com/CRSepay?__tn__=%3C,,2026-02-23T15:44:41.248164,FALSE
Civil Registration System,facebook,CRSAssiociatesAdvocates,"Profile photo of CRS Associates, Advocates",https://www.facebook.com/CRSAssiociatesAdvocates?__tn__=%3C,,2026-02-23T15:44:41.272543,TRUE
Civil Registration System,facebook,100093799957357,Profile photo of CRS  Indian boy,https://www.facebook.com/profile.php?id=100093799957357&__tn__=%3C,,2026-02-23T15:44:41.294507,FALSE
Civil Registration System,facebook,61575911013832,Profile photo of Civil Registration and Management System,https://www.facebook.com/profile.php?id=61575911013832&__tn__=%3C,,2026-02-23T15:45:05.140910,FALSE
Civil Registration System,facebook,100067734660724,Profile photo of Civil registration management system,https://www.facebook.com/profile.php?id=100067734660724&__tn__=%3C,,2026-02-23T15:45:05.163829,FALSE
Civil Registration System,facebook,FiraTech,Profile photo of Ocrs-Oromia Civil Registration System,https://www.facebook.com/FiraTech?__tn__=%3C,,2026-02-23T15:45:05.188697,FALSE
Civil Registration System,facebook,nfssindia,Profile photo of National Fire & Security Systems,https://www.facebook.com/nfssindia?__tn__=%3C,,2026-02-23T15:45:05.215523,FALSE
Civil Registration System,facebook,psomasbate,Profile photo of PSA_Civil Registration and Vital Statistics,https://www.facebook.com/psomasbate?__tn__=%3C,,2026-02-23T15:45:05.240938,FALSE
Civil Registration System,facebook,100069345243868,"Profile photo of Municipal Civil Registry Office of Sampaloc, Quezon",https://www.facebook.com/profile.php?id=100069345243868&__tn__=%3C,,2026-02-23T15:45:05.264949,FALSE
Civil Registration System,facebook,MCROTUBA,Profile photo of TUBA - Municipal Civil Registry Office,https://www.facebook.com/MCROTUBA?__tn__=%3C,,2026-02-23T15:45:05.287082,FALSE
Civil Registration System,facebook,uasaiindia,Profile photo of Unmanned Aircraft Systems Association Of India UASAI,https://www.facebook.com/uasaiindia?__tn__=%3C,,2026-02-23T15:45:05.308260,FALSE
Civil Registration System,facebook,isabelacity.civilregistrar,Profile photo of Isabela City Civil Registry Office,https://www.facebook.com/isabelacity.civilregistrar?__tn__=%3C,,2026-02-23T15:45:05.328799,FALSE
Civil Registration System,facebook,100069130702252,Profile photo of Gallup New Mexico Corrupt Court System,https://www.facebook.com/profile.php?id=100069130702252&__tn__=%3C,,2026-02-23T15:45:05.355110,FALSE
Civil Registration System,facebook,unmannedsystemsassociationindia,Profile photo of Unmanned Systems Associations of India - USAI,https://www.facebook.com/unmannedsystemsassociationindia?__tn__=%3C,,2026-02-23T15:45:05.377231,FALSE
Civil Registration System,facebook,smeconsultph,Profile photo of Late Registration Of Birth,https://www.facebook.com/smeconsultph?__tn__=%3C,,2026-02-23T15:45:05.398912,FALSE
Civil Registration System,facebook,URSBHQ,Profile photo of Uganda Registration Services Bureau,https://www.facebook.com/URSBHQ?__tn__=%3C,,2026-02-23T15:45:05.423971,FALSE
Civil Registration System,facebook,100063660381764,Profile photo of Mohd Danish,https://www.facebook.com/profile.php?id=100063660381764&__tn__=%3C,,2026-02-23T15:45:05.444158,TRUE
Civil Registration System,facebook,genpower.systems,Profile photo of Genpower Systems,https://www.facebook.com/genpower.systems?__tn__=%3C,,2026-02-23T15:45:05.464928,FALSE
Civil Registration System,facebook,InterAirSys,Profile photo of International Air System,https://www.facebook.com/InterAirSys?__tn__=%3C,,2026-02-23T15:45:05.486103,FALSE
Civil Registration System,facebook,omcrsj,"Profile photo of The Municipal Civil Registrar, San Joaquin, Iloilo",https://www.facebook.com/omcrsj?__tn__=%3C,,2026-02-23T15:45:05.506813,FALSE
Civil Registration System,facebook,NottinghamshireRegistrationService,Profile photo of Nottinghamshire Weddings,https://www.facebook.com/NottinghamshireRegistrationService?__tn__=%3C,,2026-02-23T15:45:05.529788,FALSE
Civil Registration System,facebook,ccrozc,Profile photo of Office of the City Civil Registrar 𝓒𝓲𝓾𝓭𝓪𝓭 𝓭𝓮 𝓩𝓪𝓶𝓫𝓸𝓪𝓷𝓰𝓪,https://www.facebook.com/ccrozc?__tn__=%3C,,2026-02-23T15:45:05.550177,FALSE
IRCTC,instagram,nwic_mojs,nwic_mojsNational Water Informatics Centre,https://www.instagram.com/nwic_mojs/,,2026-02-23T15:45:36.760100,FALSE
IRCTC,instagram,nitcotek_egy,nitcotek_egyNational Informatics Company,https://www.instagram.com/nitcotek_egy/,,2026-02-23T15:45:36.779502,FALSE
IRCTC,instagram,nationalinformaticscenter123,nationalinformaticscenter123s k m �,https://www.instagram.com/nationalinformaticscenter123/,,2026-02-23T15:45:36.811216,TRUE
IRCTC,instagram,ellacrosling,ellacrosling,https://www.instagram.com/ellacrosling/,,2026-02-23T15:45:36.828639,TRUE
Indian Oil Corporation Limited,instagram,iconicfashionindia,iconicfashionindiaIconic India,https://www.instagram.com/iconicfashionindia/,,2026-02-23T15:45:54.490700,FALSE
Indian Oil Corporation Limited,instagram,iconic.india.co,iconic.india.coICONIC,https://www.instagram.com/iconic.india.co/,,2026-02-23T15:45:54.508447,FALSE
Indian Oil Corporation Limited,instagram,_iconic._india,_iconic._indiaKhushii,https://www.instagram.com/_iconic._india/,,2026-02-23T15:45:54.522907,TRUE
Indian Oil Corporation Limited,instagram,iconic__india,iconic__indiaICONIC INDIA,https://www.instagram.com/iconic__india/,,2026-02-23T15:45:54.542311,FALSE
Indian Oil Corporation Limited,instagram,its.iconic.india,its.iconic.indiaIndian Numismatic,https://www.instagram.com/its.iconic.india/,,2026-02-23T15:45:54.561981,FALSE
NIC,instagram,nycgov,nycgovVerifiedCity of New York • 308K followers,https://www.instagram.com/nycgov/,,2026-02-23T15:46:13.414434,FALSE
NIC,instagram,nicgov,nicgovNicoletta Governatori,https://www.instagram.com/nicgov/,,2026-02-23T15:46:13.427172,FALSE
NIC,instagram,_nicgov_,_nicgov_Nicole Nathaniel-Govender,https://www.instagram.com/_nicgov_/,,2026-02-23T15:46:13.441208,FALSE
NIC,instagram,nicgovea,nicgoveaNicole Govea Franco,https://www.instagram.com/nicgovea/,,2026-02-23T15:46:13.454419,FALSE
NIC,instagram,nic_gov,nic_govNicola Ruddy,https://www.instagram.com/nic_gov/,,2026-02-23T15:46:13.490774,FALSE
NIC,instagram,chelseafc,chelseafc,https://www.instagram.com/chelseafc/,,2026-02-23T15:46:30.913458,TRUE
NIC,facebook,MdonerIndia,"Profile photo of Ministry of Development of North Eastern Region, Government of India",https://www.facebook.com/MdonerIndia?__tn__=%3C,,2026-02-23T15:46:36.442061,TRUE
NIC,facebook,indiaculture.goi,"Profile photo of Ministry of Culture, Government of India",https://www.facebook.com/indiaculture.goi?__tn__=%3C,,2026-02-23T15:46:36.465558,FALSE
NIC,facebook,MoHFWIndia,"Profile photo of Ministry of Health and Family Welfare, Government of India",https://www.facebook.com/MoHFWIndia?__tn__=%3C,,2026-02-23T15:46:36.491347,FALSE
NIC,facebook,meityindia,"Profile photo of Ministry of Electronics & Information Technology, Government of India",https://www.facebook.com/meityindia?__tn__=%3C,,2026-02-23T15:46:36.515657,FALSE
NIC,facebook,ministryWCD,"Profile photo of Ministry of Women & Child Development, Government of India",https://www.facebook.com/ministryWCD?__tn__=%3C,,2026-02-23T15:46:36.539903,FALSE
NIC,facebook,HMOfficeIndia,"Profile photo of Ministry of Home Affairs, Government of India",https://www.facebook.com/HMOfficeIndia?__tn__=%3C,,2026-02-23T15:46:36.565273,TRUE
NIC,facebook,minmsme,"Profile photo of Ministry of Micro, Small and Medium Enterprises,Government of India",https://www.facebook.com/minmsme?__tn__=%3C,,2026-02-23T15:46:36.591631,TRUE
NIC,facebook,TribalAffairsIn,"Profile photo of Ministry of Tribal Affairs, Government of India",https://www.facebook.com/TribalAffairsIn?__tn__=%3C,,2026-02-23T15:46:36.615598,TRUE
NIC,facebook,ConsumerAdvocacy,"Profile photo of Department of Consumer Affairs, Government of India",https://www.facebook.com/ConsumerAdvocacy?__tn__=%3C,,2026-02-23T15:46:36.639952,TRUE
NIC,facebook,mhi_goi,"Profile photo of Ministry of Heavy Industries , Government of India",https://www.facebook.com/mhi_goi?__tn__=%3C,,2026-02-23T15:46:36.663021,TRUE
NIC,facebook,MoRTHIndia,"Profile photo of Ministry of Road Transport and Highways, Government of India",https://www.facebook.com/MoRTHIndia?__tn__=%3C,,2026-02-23T15:46:36.686582,FALSE
NIC,facebook,DBTInd,"Profile photo of Department of Biotechnology, India",https://www.facebook.com/DBTInd?__tn__=%3C,,2026-02-23T15:46:36.711611,TRUE
NIC,facebook,MyGovIndia,Profile photo of MyGovIndia,https://www.facebook.com/MyGovIndia?__tn__=%3C,,2026-02-23T15:46:36.738117,FALSE
NIC,facebook,NCWIndia,Profile photo of National Commission for Women,https://www.facebook.com/NCWIndia?__tn__=%3C,,2026-02-23T15:46:36.762477,FALSE
NIC,facebook,NICIndia,Profile photo of National Informatics Centre,https://www.facebook.com/NICIndia?__tn__=%3C,,2026-02-23T15:46:36.786531,FALSE
NIC,facebook,dae.connect,"Profile photo of Department of Atomic Energy, India",https://www.facebook.com/dae.connect?__tn__=%3C,,2026-02-23T15:46:36.811802,FALSE
NIC,facebook,motgovtofindia,Profile photo of India Tourism Delhi-Ministry of Tourism,https://www.facebook.com/motgovtofindia?__tn__=%3C,,2026-02-23T15:46:36.836473,TRUE
NIC,facebook,IndianArchives,Profile photo of National Archives of India,https://www.facebook.com/IndianArchives?__tn__=%3C,,2026-02-23T15:46:36.859696,FALSE
NIC,facebook,mospi.india,"Profile photo of Ministry of Statistics & Programme Implementation, Government of India",https://www.facebook.com/mospi.india?__tn__=%3C,,2026-02-23T15:46:36.886504,FALSE
NIC,facebook,RECLIndia,Profile photo of REC Limited,https://www.facebook.com/RECLIndia?__tn__=%3C,,2026-02-23T15:46:36.910287,FALSE
NIC,facebook,IndiaArmyFans,Profile photo of Indian Army 'Desh ke Rakshak',https://www.facebook.com/IndiaArmyFans?__tn__=%3C,,2026-02-23T15:46:36.930589,TRUE
NIC,facebook,NHPCIndiaLimited,Profile photo of NHPC Limited,https://www.facebook.com/NHPCIndiaLimited?__tn__=%3C,,2026-02-23T15:46:36.956423,TRUE
NIC,facebook,NADAIndiaOfficial,Profile photo of National Anti Doping Agency India,https://www.facebook.com/NADAIndiaOfficial?__tn__=%3C,,2026-02-23T15:46:36.989575,FALSE
NIC,facebook,100069162131290,Profile photo of Central Water Commission Government of India,https://www.facebook.com/profile.php?id=100069162131290&__tn__=%3C,,2026-02-23T15:46:37.011344,TRUE
NIC,facebook,cara.nic.in,Profile photo of Central Adoption Resource Authority,https://www.facebook.com/cara.nic.in?__tn__=%3C,,2026-02-23T15:46:37.033283,FALSE
Punjab National Bank,instagram,dragana_danilovic_,dragana_danilovic_,https://www.instagram.com/dragana_danilovic_/,,2026-02-23T15:47:07.865747,TRUE
Punjab National Bank,instagram,sbi.greenmarathon,sbi.greenmarathonSBI Green Marathon,https://www.instagram.com/sbi.greenmarathon/,,2026-02-23T15:47:27.443714,FALSE
Punjab National Bank,instagram,sbisecurities,sbisecuritiesVerifiedSBI Securities • 60.2K followers,https://www.instagram.com/sbisecurities/,,2026-02-23T15:47:27.460669,TRUE
Punjab National Bank,instagram,sb.in.lalaland,sb.in.lalalandSagar and Bhavika,https://www.instagram.com/sb.in.lalaland/,,2026-02-23T15:47:27.479184,FALSE
Punjab National Bank,instagram,sbisavingsbank,sbisavingsbankSBI저축은행,https://www.instagram.com/sbisavingsbank/,,2026-02-23T15:47:27.496166,FALSE
Punjab National Bank,instagram,sbimutualfund,sbimutualfundVerifiedSBI Mutual Fund • 93.1K followers,https://www.instagram.com/sbimutualfund/,,2026-02-23T15:47:27.515499,TRUE
Punjab National Bank,facebook,61580893532008,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61580893532008&__tn__=%3C,,2026-02-23T15:47:13.492804,FALSE
Punjab National Bank,facebook,61581112117096,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61581112117096&__tn__=%3C,,2026-02-23T15:47:13.522990,FALSE
Punjab National Bank,facebook,61581095881508,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61581095881508&__tn__=%3C,,2026-02-23T15:47:13.552562,FALSE
Punjab National Bank,facebook,61580059953679,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61580059953679&__tn__=%3C,,2026-02-23T15:47:13.620092,FALSE
Punjab National Bank,facebook,61584046764241,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61584046764241&__tn__=%3C,,2026-02-23T15:47:13.682588,FALSE
Punjab National Bank,facebook,61579556529804,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61579556529804&__tn__=%3C,,2026-02-23T15:47:13.726197,FALSE
Punjab National Bank,facebook,61573075081397,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61573075081397&__tn__=%3C,,2026-02-23T15:47:13.749718,FALSE
Punjab National Bank,facebook,61568435364326,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61568435364326&__tn__=%3C,,2026-02-23T15:47:13.778084,FALSE
Punjab National Bank,facebook,61577450519619,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61577450519619&__tn__=%3C,,2026-02-23T15:47:13.802308,FALSE
Punjab National Bank,facebook,61576825532686,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61576825532686&__tn__=%3C,,2026-02-23T15:47:13.826975,FALSE
Punjab National Bank,facebook,61576028960027,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61576028960027&__tn__=%3C,,2026-02-23T15:47:13.853928,FALSE
Punjab National Bank,facebook,100093634260297,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=100093634260297&__tn__=%3C,,2026-02-23T15:47:13.880213,FALSE
Punjab National Bank,facebook,100093465128976,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=100093465128976&__tn__=%3C,,2026-02-23T15:47:13.908597,FALSE
Punjab National Bank,facebook,61586197239830,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61586197239830&__tn__=%3C,,2026-02-23T15:47:13.957520,FALSE
Punjab National Bank,facebook,61581780952882,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61581780952882&__tn__=%3C,,2026-02-23T15:47:14.016174,FALSE
Punjab National Bank,facebook,61570914430741,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61570914430741&__tn__=%3C,,2026-02-23T15:47:14.039240,FALSE
